capital-gain,hours-per-week, ,capital-gain,hours-per-week, ,capital-gain,hours-per-week, ,capital-gain,hours-per-week, ,capital-gain,hours-per-week,Reward,Average Success Rate,Proportions Difference,L1 Norm
670,-97, ,772,98, ,77,0, ,42,-13, ,-1,14,1081.35,1.0,0.0,337.17
880,-88, ,393,-27, ,125,-98, ,0,-3, ,-50,0,1081.33,0.98,0.01,300.9
356,-48, ,28,-53, ,729,-69, ,-32,-29, ,3,0,1081.33,0.95,0.02,251.42
17,-17, ,469,0, ,-304,0, ,-1000,62, ,885,-6,1081.31,0.98,0.02,290.54
1000,-74, ,556,64, ,28,-2, ,4,-4, ,0,0,1081.31,1.0,0.0,337.63
422,-82, ,723,-67, ,0,-82, ,0,0, ,-2,0,1081.29,0.95,0.02,251.97
745,-98, ,830,86, ,4,-5, ,0,-8, ,0,0,1081.28,1.0,0.0,337.96
822,-81, ,50,-56, ,604,12, ,-24,-3, ,6,0,1081.25,0.99,0.01,314.75
1000,-38, ,25,-54, ,534,83, ,-12,-1, ,1,0,1081.25,1.0,0.0,338.34
844,-36, ,330,0, ,-273,0, ,-1000,68, ,243,0,1081.23,0.98,0.01,302.05
850,-68, ,51,-49, ,693,16, ,-27,-2, ,5,0,1081.22,1.0,0.0,338.62
1000,0, ,7,-25, ,-26,-1, ,0,6, ,476,0,1081.17,0.98,0.01,302.71
312,-95, ,42,-64, ,766,-37, ,-26,-34, ,4,0,1081.17,0.95,0.02,253.3
558,-98, ,761,76, ,121,1, ,145,-9, ,0,5,1081.15,1.0,0.0,339.44
424,-76, ,29,-63, ,609,-60, ,-30,-27, ,2,0,1081.12,0.94,0.02,240.98
457,-98, ,504,-68, ,74,-68, ,-6,-2, ,0,0,1081.12,0.94,0.03,230.39
840,-31, ,93,-81, ,671,28, ,-16,0, ,1,0,1081.09,1.0,0.0,340.14
393,-86, ,30,-53, ,637,-57, ,-37,-31, ,3,0,1081.09,0.94,0.02,241.35
424,-69, ,25,-54, ,670,-59, ,-26,-26, ,2,0,1081.08,0.94,0.01,252.08
470,-98, ,689,-98, ,1,-94, ,0,0, ,-1,0,1081.03,0.95,0.02,255.03
339,-96, ,31,-51, ,758,-63, ,-40,-37, ,2,0,1080.97,0.95,0.02,255.72
557,-61, ,728,75, ,217,1, ,98,-10, ,0,0,1080.97,1.0,0.0,341.55
902,-98, ,373,-22, ,1,-9, ,0,-1, ,0,0,1080.93,0.96,0.02,269.12
1000,-59, ,244,-40, ,54,-98, ,0,-2, ,-38,0,1080.91,0.97,0.02,282.31
780,-98, ,790,98, ,22,-3, ,16,-6, ,0,0,1080.85,1.0,0.0,342.99
614,-46, ,606,88, ,227,1, ,163,-8, ,0,0,1080.85,1.0,0.0,343.04
684,-89, ,801,1, ,1,-8, ,0,0, ,0,0,1080.84,0.98,0.01,306.66
1000,0, ,6,-29, ,-27,-1, ,0,5, ,495,0,1080.83,0.98,0.01,306.8
729,-98, ,878,86, ,2,-3, ,0,-7, ,0,0,1080.82,1.0,0.0,343.36
395,-61, ,729,-93, ,234,-98, ,-18,-8, ,0,0,1080.82,0.98,0.02,296.26
958,-35, ,40,-98, ,610,38, ,-16,-1, ,1,0,1080.79,1.0,0.0,343.72
409,-88, ,765,-98, ,1,-98, ,0,0, ,-1,0,1080.77,0.95,0.02,258.03
583,-45, ,44,-45, ,993,21, ,-31,-2, ,5,0,1080.75,1.0,0.0,344.18
756,-30, ,56,-37, ,820,26, ,-6,0, ,2,0,1080.73,1.0,0.0,344.4
820,-98, ,781,75, ,15,-4, ,0,-5, ,0,0,1080.73,1.0,0.0,344.43
722,-79, ,18,-20, ,-417,-4, ,-7,6, ,445,-98,1080.73,0.95,0.02,258.52
855,71, ,778,1, ,-1,2, ,11,-1, ,14,2,1080.73,1.0,0.0,344.46
797,-27, ,70,-98, ,745,46, ,-20,0, ,1,0,1080.72,1.0,0.0,344.55
583,-38, ,38,-50, ,1000,24, ,-36,-2, ,4,0,1080.72,1.0,0.0,344.48
614,-94, ,1000,96, ,1,-4, ,0,-10, ,0,0,1080.67,1.0,0.0,345.14
1000,-92, ,606,80, ,15,-3, ,1,-4, ,0,0,1080.67,1.0,0.0,345.08
300,-98, ,930,-98, ,14,-59, ,0,-1, ,-29,0,1080.67,0.96,0.02,272.11
636,-68, ,452,-45, ,80,-91, ,0,-2, ,-37,-1,1080.66,0.94,0.01,257.01
863,-91, ,256,-82, ,336,5, ,-19,-5, ,2,0,1080.65,0.98,0.01,308.85
490,-82, ,547,-74, ,79,-98, ,-5,-1, ,0,-1,1080.64,0.94,0.02,246.62
30,-18, ,548,0, ,-301,0, ,-1000,65, ,832,-5,1080.63,0.98,0.02,298.47
246,-73, ,1000,-83, ,180,-98, ,-13,-6, ,0,0,1080.62,0.98,0.01,309.23
894,-83, ,710,78, ,18,-4, ,1,-5, ,0,0,1080.61,1.0,0.0,345.88
719,-32, ,728,71, ,126,0, ,16,-36, ,-1,21,1080.58,1.0,0.0,346.22
683,-94, ,772,81, ,86,0, ,69,-12, ,-1,12,1080.57,1.0,0.0,346.31
1000,-46, ,23,-55, ,574,77, ,-15,-1, ,1,0,1080.57,1.0,0.0,346.34
566,-80, ,479,-53, ,75,-92, ,0,-2, ,-30,-1,1080.56,0.94,0.02,247.62
1000,74, ,598,66, ,-588,-20, ,-1,0, ,0,0,1080.53,1.0,0.0,346.75
813,-76, ,657,93, ,84,0, ,58,-13, ,-1,11,1080.53,1.0,0.0,346.74
255,-98, ,1000,-84, ,0,-73, ,0,0, ,-3,0,1080.53,0.96,0.02,273.77
256,-78, ,1000,-84, ,0,-71, ,0,-1, ,-3,0,1080.5,0.96,0.02,274.14
731,-49, ,88,-54, ,818,23, ,-9,0, ,1,0,1080.49,1.0,0.0,347.19
757,-74, ,51,-60, ,716,11, ,-28,-2, ,5,0,1080.48,0.99,0.01,323.8
910,-98, ,709,75, ,14,-2, ,1,-4, ,0,0,1080.47,1.0,0.0,347.43
728,-70, ,577,-16, ,27,-98, ,0,-1, ,-19,0,1080.46,0.96,0.01,285.19
886,-98, ,720,94, ,23,-2, ,6,-4, ,0,0,1080.44,1.0,0.0,347.79
356,-56, ,30,-59, ,784,-58, ,-29,-25, ,2,0,1080.43,0.95,0.02,262.07
881,-20, ,68,-94, ,690,43, ,-21,0, ,1,0,1080.41,1.0,0.0,348.16
632,-98, ,822,94, ,75,1, ,99,-8, ,0,7,1080.39,1.0,0.0,348.38
731,-98, ,853,78, ,28,-2, ,26,-6, ,0,0,1080.37,1.0,0.0,348.69
733,-38, ,571,-75, ,144,-93, ,-10,-2, ,0,0,1080.36,0.98,0.01,312.29
599,-68, ,732,77, ,201,1, ,105,-9, ,0,0,1080.35,1.0,0.0,348.83
816,-64, ,497,-18, ,1,-10, ,0,-1, ,0,0,1080.33,0.96,0.02,276.13
10,-16, ,586,0, ,-345,0, ,-954,59, ,835,-6,1080.32,0.98,0.02,302.19
268,-98, ,1000,-98, ,0,-74, ,0,0, ,-2,0,1080.31,0.96,0.02,276.37
1000,-82, ,608,90, ,31,-2, ,6,-5, ,0,0,1080.28,1.0,0.0,349.74
424,-79, ,782,-98, ,0,-76, ,0,0, ,-2,0,1080.25,0.95,0.02,264.2
623,-98, ,1000,92, ,25,-2, ,1,-4, ,0,0,1080.23,1.0,0.0,350.35
708,-23, ,68,-98, ,882,32, ,-14,0, ,1,0,1080.23,1.0,0.0,350.35
1000,-98, ,317,-24, ,1,-8, ,0,-1, ,0,0,1080.22,0.96,0.02,277.44
641,-98, ,875,98, ,69,0, ,40,-15, ,-1,15,1080.21,1.0,0.0,350.55
276,-79, ,1000,-98, ,0,-86, ,0,-1, ,-3,0,1080.16,0.96,0.02,278.18
837,-23, ,73,-86, ,746,38, ,-17,0, ,1,0,1080.16,1.0,0.0,351.13
696,-31, ,84,-67, ,889,19, ,-10,0, ,1,0,1080.15,1.0,0.0,351.29
822,-23, ,73,-89, ,760,40, ,-19,0, ,1,0,1080.14,1.0,0.0,351.33
629,-98, ,900,1, ,2,-6, ,0,0, ,0,0,1080.11,0.98,0.01,315.27
1000,-40, ,634,58, ,26,-2, ,4,-5, ,0,0,1080.08,1.0,0.0,352.06
756,-43, ,18,-54, ,876,32, ,-20,-1, ,3,0,1080.08,1.0,0.0,352.02
828,-24, ,70,-71, ,788,13, ,-8,0, ,1,0,1080.06,1.0,0.0,352.3
966,-70, ,100,-68, ,590,29, ,-13,0, ,1,0,1080.05,1.0,0.0,352.47
739,-42, ,87,-63, ,834,27, ,-9,0, ,1,0,1080.05,1.0,0.0,352.42
753,-42, ,59,-52, ,856,20, ,-8,0, ,1,0,1080.04,1.0,0.0,352.5
705,-63, ,794,57, ,100,0, ,18,-33, ,-1,24,1080.02,1.0,0.0,352.78
689,-93, ,686,-13, ,1,-93, ,0,0, ,-2,0,1079.99,0.97,0.02,293.13
1000,-28, ,81,-98, ,580,39, ,-15,-1, ,1,0,1079.99,1.0,0.0,353.16
1000,-56, ,25,-59, ,605,96, ,-15,-1, ,1,0,1079.97,1.0,0.0,353.32
860,-72, ,774,98, ,23,-2, ,5,-5, ,0,0,1079.97,1.0,0.0,353.36
783,89, ,899,2, ,-2,2, ,9,-1, ,11,0,1079.97,1.0,0.0,353.32
288,-98, ,1000,-74, ,0,-78, ,0,0, ,-3,0,1079.97,0.96,0.02,280.36
370,-71, ,881,-98, ,86,-79, ,0,-3, ,-23,0,1079.96,0.96,0.01,291.12
142,-19, ,429,0, ,-289,0, ,-820,68, ,1000,-5,1079.89,0.99,0.01,330.73
295,-98, ,1000,-98, ,0,-78, ,0,0, ,-2,0,1079.85,0.96,0.02,281.78
1000,-98, ,347,-32, ,136,-94, ,0,-2, ,-42,0,1079.85,0.98,0.01,318.3
666,-98, ,15,-22, ,-396,-5, ,-7,5, ,542,-74,1079.85,0.94,0.01,266.47
849,39, ,821,55, ,-507,-14, ,0,0, ,0,0,1079.81,1.0,0.0,355.26
842,44, ,816,63, ,-517,-20, ,0,0, ,0,0,1079.77,1.0,0.0,355.76
608,-54, ,689,76, ,218,1, ,156,-10, ,0,0,1079.77,1.0,0.0,355.69
870,-98, ,236,-71, ,401,2, ,-6,-10, ,1,0,1079.76,0.98,0.01,319.34
3,-18, ,666,0, ,-137,0, ,-773,55, ,796,-8,1079.73,0.98,0.02,309.15
863,-98, ,535,-95, ,286,12, ,-15,-5, ,3,0,1079.72,1.0,0.0,356.24
449,-96, ,810,-93, ,2,-14, ,0,-1, ,0,0,1079.71,0.95,0.02,270.51
866,-41, ,61,-44, ,762,20, ,-9,0, ,1,0,1079.71,1.0,0.0,356.44
750,-98, ,920,63, ,7,-5, ,0,-6, ,0,0,1079.69,1.0,0.0,356.64
705,-94, ,840,98, ,72,0, ,44,-12, ,-1,13,1079.68,1.0,0.0,356.77
397,-77, ,856,-78, ,2,-26, ,0,0, ,0,0,1079.65,0.95,0.02,271.27
850,-98, ,342,-50, ,46,-94, ,0,-3, ,-49,0,1079.65,0.95,0.02,271.23
291,-98, ,1000,-98, ,15,-57, ,0,-1, ,-34,0,1079.64,0.96,0.02,284.26
750,-25, ,516,0, ,-373,0, ,-401,91, ,254,0,1079.6,0.98,0.01,321.19
352,-98, ,892,-98, ,0,-78, ,0,0, ,-2,0,1079.6,0.95,0.02,271.82
525,-77, ,88,-48, ,722,-46, ,-28,-52, ,4,0,1079.59,0.97,0.02,297.86
809,-98, ,881,54, ,0,-2, ,1,-6, ,0,0,1079.59,1.0,0.0,357.86
1,-20, ,668,0, ,-144,0, ,-662,55, ,810,-1,1079.58,0.98,0.02,310.93
775,-42, ,538,-88, ,182,-98, ,-9,-2, ,0,0,1079.54,0.98,0.01,321.99
893,-98, ,57,-62, ,565,10, ,-29,-3, ,5,0,1079.53,0.98,0.01,322.04
599,-75, ,92,-14, ,-232,-24, ,-11,4, ,800,-98,1079.53,0.98,0.01,322.02
608,-48, ,624,95, ,191,1, ,265,-7, ,0,0,1079.53,1.0,0.0,358.53
218,-22, ,356,0, ,-321,0, ,-730,77, ,950,-5,1079.51,0.98,0.01,322.33
0,-68, ,628,-20, ,-314,-84, ,-1000,73, ,596,-88,1079.48,0.95,0.01,283.87
467,-60, ,900,-16, ,36,-89, ,0,-1, ,-19,0,1079.46,0.97,0.02,299.33
342,-98, ,39,-64, ,840,-39, ,-19,-34, ,3,0,1079.45,0.95,0.02,273.56
1,-16, ,561,0, ,-147,0, ,-529,62, ,923,-2,1079.45,0.98,0.02,312.35
840,-36, ,823,51, ,26,-3, ,23,-6, ,0,0,1079.35,1.0,0.0,360.69
850,-98, ,25,-22, ,-403,-13, ,-8,8, ,381,-91,1079.31,0.95,0.02,275.27
458,-98, ,804,-80, ,1,-77, ,0,0, ,-3,0,1079.28,0.95,0.02,275.61
771,-98, ,754,90, ,82,1, ,85,-10, ,0,7,1079.27,1.0,0.0,361.57
664,-44, ,38,-53, ,1000,29, ,-37,-2, ,4,0,1079.23,1.0,0.0,362.1
440,-76, ,952,-89, ,121,-78, ,0,-2, ,-19,0,1079.19,0.98,0.01,326.09
468,-85, ,867,83, ,257,2, ,118,-3, ,-3,0,1079.19,1.0,0.0,362.56
420,-84, ,850,-98, ,0,-85, ,0,0, ,-3,0,1079.16,0.95,0.02,277.02
787,-26, ,64,-91, ,865,34, ,-15,0, ,1,0,1079.16,1.0,0.0,362.87
1000,-92, ,108,-22, ,-279,-15, ,-6,7, ,470,-82,1079.14,0.99,0.01,339.59
738,-52, ,54,-57, ,930,18, ,-8,0, ,1,0,1079.13,1.0,0.0,363.28
326,-98, ,930,-98, ,14,-59, ,0,-1, ,-34,0,1079.13,0.95,0.02,277.32
324,-39, ,324,0, ,-286,0, ,-518,81, ,831,-5,1079.13,0.98,0.02,316.18
767,-98, ,940,96, ,1,-3, ,0,-8, ,0,0,1079.12,1.0,0.0,363.38
850,-46, ,21,-67, ,835,32, ,-22,-1, ,3,0,1079.11,1.0,0.0,363.45
830,-98, ,601,-9, ,1,-97, ,0,0, ,-2,0,1079.1,0.97,0.02,303.55
747,-98, ,835,0, ,6,-10, ,0,0, ,0,0,1079.09,0.98,0.01,327.26
414,-83, ,883,-97, ,2,-14, ,0,0, ,0,0,1079.08,0.95,0.02,277.9
914,-80, ,246,-76, ,337,2, ,-10,-8, ,1,0,1079.06,0.98,0.02,316.97
930,-93, ,781,69, ,0,-3, ,0,-11, ,0,0,1079.04,1.0,0.0,364.25
60,-18, ,504,0, ,-250,0, ,-1000,77, ,940,-5,1079.01,0.98,0.02,317.6
870,-98, ,794,85, ,30,-2, ,25,-6, ,0,0,1078.98,1.0,0.0,364.96
880,-98, ,835,90, ,0,-3, ,0,-10, ,0,0,1078.97,1.0,0.0,365.17
1000,-25, ,72,-78, ,678,14, ,-12,0, ,1,0,1078.96,1.0,0.0,365.28
339,-89, ,42,-69, ,824,-34, ,-22,-31, ,3,0,1078.93,0.95,0.03,269.16
661,-27, ,615,0, ,-327,0, ,-477,98, ,283,0,1078.91,0.98,0.01,329.35
801,-98, ,922,71, ,0,-2, ,0,-8, ,0,0,1078.9,1.0,0.0,365.92
717,-40, ,75,-61, ,940,24, ,-9,0, ,1,0,1078.89,1.0,0.0,366.11
1000,-98, ,710,80, ,14,-4, ,0,-6, ,0,0,1078.89,1.0,0.0,366.08
856,81, ,830,62, ,-189,2, ,8,-1, ,15,2,1078.88,1.0,0.0,366.22
797,-66, ,786,52, ,99,0, ,19,-26, ,-1,17,1078.87,1.0,0.0,366.24
1,-15, ,533,0, ,-127,0, ,-551,59, ,988,-4,1078.84,0.98,0.02,319.64
508,-92, ,810,97, ,282,2, ,129,-4, ,-4,0,1078.84,1.0,0.0,366.62
736,-98, ,987,98, ,2,-3, ,0,-8, ,0,0,1078.84,1.0,0.0,366.64
438,-68, ,936,98, ,212,1, ,144,-7, ,0,0,1078.8,1.0,0.0,367.14
830,82, ,864,57, ,-1,2, ,10,-1, ,15,2,1078.77,1.0,0.0,367.53
790,-98, ,930,74, ,7,-6, ,0,-8, ,0,0,1078.76,1.0,0.0,367.6
349,-66, ,890,-98, ,52,-95, ,0,-2, ,-25,0,1078.76,0.95,0.02,281.73
766,-98, ,17,-20, ,-472,-5, ,-6,5, ,521,-93,1078.71,0.95,0.02,282.33
714,-72, ,555,-62, ,26,-98, ,0,-1, ,-18,0,1078.71,0.95,0.02,282.24
811,-31, ,35,-63, ,890,32, ,-31,-2, ,3,0,1078.71,1.0,0.0,368.14
870,-20, ,69,-35, ,828,21, ,-7,0, ,2,0,1078.69,1.0,0.0,368.37
1000,-76, ,47,-49, ,582,14, ,-26,-2, ,5,0,1078.68,0.99,0.01,345.0
1000,-43, ,723,50, ,23,-3, ,5,-5, ,0,0,1078.68,1.0,0.0,368.51
648,-80, ,104,-55, ,701,-56, ,-26,-54, ,4,0,1078.65,0.98,0.02,321.83
438,-76, ,861,-98, ,1,-75, ,0,-1, ,-2,0,1078.63,0.95,0.02,283.19
940,-32, ,70,-36, ,748,23, ,-8,0, ,2,0,1078.62,1.0,0.0,369.2
3,-16, ,740,0, ,-264,0, ,-912,45, ,852,-8,1078.6,0.98,0.01,333.05
965,-98, ,773,97, ,1,-2, ,0,-10, ,0,0,1078.58,1.0,0.0,369.74
463,-98, ,810,-42, ,32,-98, ,0,-1, ,-18,0,1078.58,0.95,0.02,283.85
1000,-23, ,64,-78, ,594,12, ,-11,-1, ,1,0,1078.57,0.99,0.01,346.32
870,-98, ,867,64, ,6,-5, ,0,-6, ,0,0,1078.57,1.0,0.0,369.88
744,-94, ,1000,63, ,0,-2, ,0,-9, ,0,0,1078.57,1.0,0.0,369.79
750,-93, ,1000,61, ,0,-2, ,0,-5, ,0,0,1078.55,1.0,0.0,370.1
2,-14, ,740,0, ,-298,0, ,-830,53, ,852,-7,1078.54,0.98,0.01,333.67
1,-26, ,672,-21, ,-77,0, ,-329,56, ,841,-1,1078.53,0.98,0.02,323.22
797,-98, ,781,98, ,87,0, ,68,-12, ,-1,10,1078.51,1.0,0.0,370.57
876,-59, ,90,-48, ,790,21, ,-11,0, ,1,0,1078.5,1.0,0.0,370.64
850,-83, ,23,-24, ,-360,-14, ,-9,8, ,428,-98,1078.49,0.95,0.02,284.82
847,-34, ,24,-58, ,872,35, ,-23,-2, ,4,0,1078.49,1.0,0.0,370.74
745,-96, ,1000,86, ,1,-3, ,0,-8, ,0,0,1078.49,1.0,0.0,370.72
903,-45, ,498,-83, ,102,-98, ,-6,-2, ,0,0,1078.49,0.98,0.02,323.68
879,-67, ,739,1, ,6,-9, ,0,0, ,0,0,1078.48,0.98,0.01,334.41
391,-80, ,31,-50, ,803,-34, ,-21,-49, ,4,0,1078.45,0.95,0.03,274.79
1000,-26, ,82,-90, ,678,34, ,-16,0, ,1,0,1078.43,1.0,0.0,371.44
932,84, ,840,2, ,-1,2, ,11,-1, ,11,0,1078.41,1.0,0.0,371.68
820,-98, ,648,-13, ,1,-82, ,0,0, ,-2,0,1078.41,0.97,0.02,311.72
880,-98, ,870,97, ,0,-4, ,0,-9, ,0,0,1078.37,1.0,0.0,372.18
893,-78, ,47,-49, ,823,13, ,-27,-3, ,6,0,1078.36,1.0,0.0,372.24
756,-76, ,47,-64, ,-648,-6, ,-65,15, ,449,-30,1078.35,0.95,0.03,275.98
613,-98, ,570,-91, ,68,-98, ,-5,-1, ,0,-1,1078.34,0.94,0.02,273.66
870,-98, ,836,79, ,29,-3, ,21,-6, ,0,0,1078.34,1.0,0.0,372.5
910,-71, ,840,97, ,1,-2, ,1,-11, ,0,0,1078.34,1.0,0.0,372.54
668,-98, ,728,-26, ,1,-80, ,0,0, ,-1,0,1078.33,0.96,0.02,299.71
965,-40, ,24,-57, ,759,38, ,-26,-2, ,4,0,1078.29,1.0,0.0,373.08
546,-98, ,775,-98, ,1,-90, ,0,0, ,-1,0,1078.27,0.95,0.02,287.43
324,-98, ,1000,-98, ,0,-92, ,0,0, ,-3,0,1078.26,0.95,0.02,287.6
798,-98, ,737,-9, ,1,-88, ,0,0, ,-2,0,1078.24,0.97,0.01,324.34
324,-98, ,1000,-80, ,0,-85, ,0,-1, ,-3,0,1078.24,0.95,0.02,287.78
1000,-31, ,79,-97, ,699,24, ,-17,0, ,1,0,1078.22,1.0,0.0,373.93
436,-88, ,971,-98, ,99,-79, ,0,-2, ,-16,0,1078.21,0.97,0.01,324.64
930,-98, ,96,-18, ,-251,-17, ,-11,6, ,545,-65,1078.19,0.98,0.01,337.87
639,-91, ,144,-19, ,-158,-16, ,-25,6, ,854,-98,1078.15,0.99,0.01,351.2
-1000,-72, ,738,-20, ,-271,-84, ,-915,79, ,574,-91,1078.15,0.96,0.02,301.85
992,-98, ,771,70, ,7,-4, ,0,-5, ,0,0,1078.14,1.0,0.0,374.92
331,-98, ,1000,-71, ,0,-75, ,0,-1, ,-3,0,1078.13,0.95,0.02,289.15
732,-98, ,823,-7, ,1,-86, ,0,0, ,-3,0,1078.13,0.98,0.02,327.95
1000,-97, ,742,91, ,26,-2, ,6,-4, ,0,0,1078.1,1.0,0.0,375.35
810,-98, ,114,-65, ,615,-59, ,-22,-51, ,4,0,1078.08,0.98,0.01,339.1
1000,69, ,739,53, ,-2,2, ,9,-1, ,17,2,1078.08,1.0,0.0,375.6
840,-98, ,17,-16, ,-522,-4, ,-8,6, ,489,-98,1078.05,0.95,0.02,289.99
830,-62, ,39,-56, ,798,11, ,-24,-3, ,5,0,1078.04,0.99,0.01,352.49
0,-49, ,947,-27, ,-87,0, ,-515,66, ,576,-1,1078.01,0.98,0.02,329.34
971,-55, ,452,-89, ,97,-98, ,-7,-2, ,0,0,1077.99,0.97,0.01,327.26
780,-92, ,1000,98, ,0,-2, ,0,-6, ,0,0,1077.96,1.0,0.0,376.95
656,-98, ,1000,1, ,2,-7, ,0,0, ,0,0,1077.95,0.98,0.01,340.63
1000,-98, ,774,89, ,0,-3, ,0,-12, ,0,0,1077.95,1.0,0.0,377.12
392,-98, ,1000,-19, ,35,-98, ,0,-1, ,-16,0,1077.92,0.96,0.02,304.54
860,-79, ,890,84, ,28,-2, ,5,-6, ,0,0,1077.9,1.0,0.0,377.73
800,-90, ,45,-48, ,-468,-5, ,-45,13, ,483,-45,1077.88,0.95,0.02,292.03
1000,-20, ,70,-25, ,758,18, ,-8,0, ,2,0,1077.87,1.0,0.0,378.09
940,-29, ,95,-89, ,760,28, ,-18,0, ,1,0,1077.87,1.0,0.0,378.02
744,-36, ,42,-54, ,1000,28, ,-38,-2, ,4,0,1077.87,1.0,0.0,378.05
421,-88, ,39,-43, ,800,-35, ,-21,-50, ,4,0,1077.86,0.95,0.03,281.74
-589,-69, ,648,-18, ,-298,-73, ,-963,98, ,683,-92,1077.85,0.96,0.02,305.34
415,-91, ,64,-43, ,833,-43, ,-24,-49, ,3,0,1077.82,0.95,0.02,292.71
853,-39, ,595,-94, ,150,-86, ,-10,-2, ,0,0,1077.8,0.98,0.01,342.45
890,-53, ,860,58, ,19,0, ,6,-15, ,-1,14,1077.77,1.0,0.0,379.26
362,-61, ,1000,-98, ,2,-29, ,0,0, ,0,0,1077.77,0.95,0.02,293.32
669,-98, ,1000,1, ,2,-6, ,0,0, ,0,0,1077.75,0.98,0.01,343.03
870,-41, ,566,-98, ,100,-87, ,-12,-2, ,0,0,1077.74,0.97,0.01,330.16
1000,-98, ,552,-98, ,244,14, ,-18,-5, ,7,0,1077.74,1.0,0.0,379.62
556,-87, ,800,-84, ,0,-77, ,0,-1, ,-3,0,1077.68,0.95,0.02,294.41
381,-41, ,1000,-98, ,3,-15, ,0,-1, ,0,0,1077.67,0.95,0.02,294.53
567,-89, ,867,76, ,207,0, ,160,-4, ,-2,0,1077.67,1.0,0.0,380.46
632,-56, ,810,69, ,210,0, ,117,-72, ,-7,0,1077.65,1.0,0.0,380.65
740,-61, ,545,-49, ,72,-93, ,0,-3, ,-45,0,1077.64,0.95,0.02,294.93
867,-38, ,767,61, ,121,0, ,9,-32, ,-1,20,1077.63,1.0,0.0,380.93
1000,-24, ,82,-91, ,746,15, ,-14,0, ,1,0,1077.63,1.0,0.0,380.93
1000,-96, ,800,98, ,0,-2, ,0,-6, ,0,0,1077.62,1.0,0.0,380.95
584,-98, ,840,-94, ,176,-98, ,-13,-7, ,0,0,1077.62,0.98,0.01,344.51
745,-44, ,65,-71, ,1000,21, ,-10,0, ,1,0,1077.61,1.0,0.0,381.12
1,-21, ,811,-17, ,-125,0, ,-389,60, ,763,-1,1077.59,0.98,0.02,334.31
430,-91, ,899,-75, ,33,-93, ,0,-1, ,-19,0,1077.57,0.95,0.02,295.72
860,-37, ,816,66, ,98,0, ,8,-14, ,-2,23,1077.54,1.0,0.0,382.0
597,-85, ,850,92, ,220,0, ,143,-2, ,-2,0,1077.54,1.0,0.0,382.0
1000,-71, ,249,-70, ,337,2, ,-6,-12, ,1,0,1077.51,0.98,0.02,335.26
1000,-82, ,806,72, ,0,-2, ,0,-8, ,0,0,1077.51,1.0,0.0,382.3
1000,-54, ,46,-62, ,654,12, ,-27,-3, ,5,0,1077.49,0.99,0.01,359.04
966,-80, ,710,1, ,6,-10, ,0,0, ,0,0,1077.48,0.98,0.01,346.2
525,-60, ,135,-24, ,-344,-39, ,-157,30, ,970,-54,1077.48,0.99,0.01,359.15
950,-98, ,500,-98, ,146,-78, ,-23,-20, ,0,0,1077.47,0.98,0.01,346.24
453,-88, ,55,-49, ,825,-46, ,-26,-49, ,3,0,1077.44,0.95,0.02,297.25
978,-84, ,450,-98, ,170,-89, ,-27,-22, ,0,0,1077.42,0.98,0.01,346.94
318,-56, ,1000,-98, ,54,-98, ,0,-2, ,-27,0,1077.41,0.95,0.02,297.62
464,-75, ,1000,93, ,203,2, ,146,-6, ,-1,0,1077.41,1.0,0.0,383.53
361,-89, ,1000,-59, ,13,-69, ,0,-1, ,-26,0,1077.39,0.95,0.02,297.81
1000,-94, ,810,76, ,2,-4, ,0,-8, ,0,0,1077.37,1.0,0.0,384.0
1000,-81, ,810,62, ,6,-5, ,0,-6, ,0,0,1077.35,1.0,0.0,384.14
113,-43, ,817,-23, ,-671,-49, ,-968,89, ,613,-98,1077.34,0.98,0.01,347.78
1000,-98, ,822,59, ,0,-2, ,0,-6, ,0,0,1077.32,1.0,0.0,384.59
892,-28, ,506,0, ,-336,0, ,-946,76, ,257,0,1077.28,0.98,0.01,348.57
349,-75, ,35,-48, ,912,-32, ,-18,-49, ,4,0,1077.27,0.95,0.03,288.59
390,-71, ,1000,-98, ,2,-35, ,0,0, ,0,0,1077.21,0.95,0.02,299.93
940,-20, ,74,-48, ,841,16, ,-8,0, ,2,0,1077.2,1.0,0.0,385.93
659,-81, ,822,69, ,212,1, ,124,-10, ,0,6,1077.19,1.0,0.0,386.05
943,-20, ,75,-71, ,725,12, ,-10,0, ,1,0,1077.17,0.99,0.01,362.79
782,-90, ,1000,54, ,23,-2, ,32,-4, ,0,0,1077.16,1.0,0.0,386.42
1000,-42, ,473,-92, ,99,-98, ,-6,-2, ,0,0,1077.15,0.97,0.01,337.13
702,-58, ,865,-17, ,1,-10, ,0,-1, ,0,0,1077.14,0.97,0.02,326.69
787,-70, ,534,-42, ,68,-78, ,0,-2, ,-57,0,1077.13,0.95,0.02,300.91
701,-98, ,1000,1, ,4,-8, ,0,0, ,1,0,1077.12,0.98,0.01,350.42
415,-42, ,1000,-98, ,3,-15, ,0,-1, ,0,0,1077.09,0.95,0.02,301.37
827,-87, ,1000,98, ,0,-3, ,0,-11, ,0,0,1077.07,1.0,0.0,387.53
1000,-89, ,25,-25, ,-367,-12, ,-6,8, ,362,-82,1077.07,0.95,0.02,301.54
687,-75, ,112,-29, ,-383,-16, ,-52,15, ,820,-70,1077.05,0.98,0.01,351.18
937,-98, ,490,-39, ,84,-89, ,0,-3, ,-54,0,1077.04,0.96,0.01,325.41
