priors_count,length_of_stay, ,priors_count,length_of_stay, ,priors_count,length_of_stay, ,priors_count,length_of_stay, ,priors_count,length_of_stay,Reward,Average Success Rate,Proportions Difference,L1 Norm
-35.0,-499.0, ,-4.0,-14.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.93,0.82,0.03,10.27
-32.0,-764.0, ,-6.0,-125.0, ,-5.0,-14.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.93,0.83,0.03,13.83
-24.0,-668.0, ,-6.0,-49.0, ,-5.0,-35.0, ,-4.0,-38.0, ,-4.0,-4.0,1067.93,0.81,0.01,15.46
-38.0,-639.0, ,-5.0,-191.0, ,-4.0,-22.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.93,0.82,0.02,14.64
-36.0,-799.0, ,-25.0,-552.0, ,-7.0,-261.0, ,-5.0,-94.0, ,-4.0,-16.0,1067.92,0.83,0.01,22.67
-4.0,-705.0, ,-27.0,-227.0, ,-6.0,-411.0, ,-19.0,-662.0, ,-34.0,-149.0,1067.92,0.83,0.0,27.06
-25.0,-418.0, ,-9.0,-118.0, ,-4.0,-33.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.92,0.82,0.02,14.69
-32.0,-776.0, ,-4.0,-28.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.92,0.81,0.02,11.08
-38.0,-736.0, ,-4.0,-28.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.92,0.81,0.02,11.08
-38.0,-516.0, ,-5.0,-190.0, ,-4.0,-24.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.92,0.82,0.02,14.7
-29.0,-639.0, ,-12.0,-368.0, ,-4.0,-72.0, ,-4.0,-43.0, ,-4.0,-7.0,1067.92,0.82,0.01,19.08
-33.0,-794.0, ,-13.0,-357.0, ,-4.0,-79.0, ,-4.0,-37.0, ,-4.0,-7.0,1067.92,0.82,0.01,19.08
-37.0,-639.0, ,-19.0,-105.0, ,-5.0,-13.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.92,0.83,0.03,13.89
-33.0,-355.0, ,-4.0,-31.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.92,0.81,0.02,11.1
-33.0,-799.0, ,-4.0,-13.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.92,0.82,0.03,10.3
-38.0,-299.0, ,-4.0,-33.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.92,0.81,0.02,11.11
-38.0,-765.0, ,-4.0,-28.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.92,0.81,0.02,11.08
-36.0,-648.0, ,-16.0,-108.0, ,-4.0,-14.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.92,0.83,0.03,13.88
-26.0,-583.0, ,-5.0,-28.0, ,-5.0,-32.0, ,-4.0,-44.0, ,-4.0,-4.0,1067.91,0.82,0.02,14.73
-38.0,-624.0, ,-9.0,-262.0, ,-11.0,-247.0, ,-4.0,-146.0, ,-4.0,-15.0,1067.91,0.83,0.01,22.72
-35.0,-576.0, ,-18.0,-316.0, ,-4.0,-85.0, ,-4.0,-33.0, ,-4.0,-9.0,1067.91,0.82,0.01,19.12
-38.0,-620.0, ,-14.0,-154.0, ,-4.0,-41.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.91,0.81,0.01,15.51
-38.0,-533.0, ,-6.0,-175.0, ,-4.0,-48.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.91,0.81,0.01,15.54
-34.0,-652.0, ,-4.0,-30.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.91,0.81,0.02,11.14
-38.0,-719.0, ,-30.0,-496.0, ,-7.0,-260.0, ,-6.0,-109.0, ,-4.0,-13.0,1067.91,0.83,0.01,22.72
-33.0,-751.0, ,-4.0,-14.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.91,0.82,0.03,10.34
-22.0,-653.0, ,-14.0,-214.0, ,-7.0,-101.0, ,-5.0,-17.0, ,-4.0,-6.0,1067.91,0.83,0.02,18.31
-21.0,-692.0, ,-15.0,-242.0, ,-6.0,-96.0, ,-5.0,-17.0, ,-4.0,-6.0,1067.91,0.83,0.02,18.32
-38.0,-799.0, ,-4.0,-29.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.91,0.81,0.02,11.14
-38.0,-656.0, ,-5.0,-13.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.91,0.82,0.03,10.34
-28.0,-767.0, ,-4.0,-28.0, ,-4.0,-5.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.9,0.81,0.02,11.16
-37.0,-603.0, ,-4.0,-31.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.9,0.81,0.02,11.17
-27.0,-754.0, ,-12.0,-689.0, ,-5.0,-286.0, ,-5.0,-29.0, ,-16.0,-85.0,1067.9,0.82,0.0,23.53
-32.0,-745.0, ,-16.0,-44.0, ,-4.0,-20.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.9,0.84,0.04,13.15
-36.0,-740.0, ,-27.0,-521.0, ,-7.0,-258.0, ,-6.0,-102.0, ,-4.0,-15.0,1067.9,0.83,0.01,22.76
-30.0,-475.0, ,-10.0,-106.0, ,-4.0,-37.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.9,0.82,0.02,14.75
-38.0,-759.0, ,-5.0,-13.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.9,0.82,0.03,10.37
-35.0,-711.0, ,-19.0,-105.0, ,-5.0,-14.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.9,0.83,0.03,13.97
-37.0,-799.0, ,-5.0,-13.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.9,0.82,0.03,10.38
-26.0,-702.0, ,-20.0,-656.0, ,-7.0,-281.0, ,-6.0,-72.0, ,-12.0,-29.0,1067.9,0.82,0.0,23.54
-37.0,-627.0, ,-5.0,-14.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.9,0.82,0.03,10.39
-37.0,-657.0, ,-4.0,-31.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.9,0.81,0.02,11.18
-27.0,-716.0, ,-11.0,-744.0, ,-5.0,-289.0, ,-5.0,-28.0, ,-16.0,-92.0,1067.9,0.82,0.0,23.56
-34.0,-799.0, ,-5.0,-13.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.9,0.82,0.03,10.38
-33.0,-759.0, ,-5.0,-13.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.9,0.82,0.03,10.37
-37.0,-670.0, ,-4.0,-31.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.9,0.81,0.02,11.19
-27.0,-517.0, ,-6.0,-151.0, ,-4.0,-15.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.9,0.83,0.03,13.98
-36.0,-628.0, ,-4.0,-31.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.9,0.81,0.02,11.18
-31.0,-525.0, ,-11.0,-379.0, ,-4.0,-74.0, ,-4.0,-44.0, ,-4.0,-8.0,1067.9,0.82,0.01,19.15
-28.0,-641.0, ,-5.0,-30.0, ,-4.0,-32.0, ,-4.0,-44.0, ,-4.0,-4.0,1067.9,0.82,0.02,14.75
-38.0,-641.0, ,-4.0,-31.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.9,0.81,0.02,11.18
-35.0,-540.0, ,-4.0,-32.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.9,0.81,0.02,11.19
-28.0,-491.0, ,-6.0,-137.0, ,-5.0,-16.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.9,0.83,0.03,13.98
-34.0,-749.0, ,-5.0,-13.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.9,0.82,0.03,10.37
-32.0,-512.0, ,-8.0,-102.0, ,-4.0,-43.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.89,0.82,0.02,14.8
-30.0,-747.0, ,-4.0,-14.0, ,-5.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.89,0.82,0.03,10.42
-38.0,-622.0, ,-15.0,-172.0, ,-4.0,-38.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.89,0.81,0.01,15.59
-34.0,-677.0, ,-4.0,-32.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.89,0.81,0.02,11.23
-31.0,-778.0, ,-4.0,-14.0, ,-5.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.89,0.82,0.03,10.43
-37.0,-643.0, ,-4.0,-32.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.89,0.81,0.02,11.22
-36.0,-665.0, ,-10.0,-231.0, ,-13.0,-210.0, ,-5.0,-155.0, ,-4.0,-16.0,1067.89,0.83,0.01,22.78
-33.0,-667.0, ,-5.0,-14.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.89,0.82,0.03,10.4
-27.0,-471.0, ,-9.0,-116.0, ,-4.0,-36.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.89,0.82,0.02,14.8
-37.0,-739.0, ,-4.0,-31.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.89,0.81,0.02,11.21
-38.0,-752.0, ,-5.0,-14.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.89,0.82,0.03,10.43
-22.0,-575.0, ,-18.0,-245.0, ,-6.0,-95.0, ,-5.0,-18.0, ,-4.0,-6.0,1067.89,0.83,0.02,18.39
-36.0,-633.0, ,-19.0,-110.0, ,-5.0,-14.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.89,0.83,0.03,14.01
-38.0,-606.0, ,-21.0,-599.0, ,-8.0,-259.0, ,-4.0,-75.0, ,-9.0,-36.0,1067.89,0.82,0.0,23.58
-29.0,-775.0, ,-5.0,-14.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.89,0.82,0.03,10.43
-31.0,-671.0, ,-4.0,-32.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.89,0.81,0.02,11.23
-34.0,-775.0, ,-5.0,-14.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.89,0.82,0.03,10.43
-32.0,-724.0, ,-5.0,-14.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.89,0.82,0.03,10.42
-38.0,-619.0, ,-4.0,-32.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.89,0.81,0.02,11.22
-37.0,-739.0, ,-4.0,-32.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.88,0.81,0.02,11.25
-4.0,-432.0, ,-6.0,-149.0, ,-17.0,-455.0, ,-16.0,-456.0, ,-34.0,-677.0,1067.88,0.83,0.0,27.23
-29.0,-745.0, ,-4.0,-30.0, ,-4.0,-5.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.88,0.81,0.02,11.24
-4.0,-462.0, ,-6.0,-145.0, ,-16.0,-465.0, ,-16.0,-465.0, ,-33.0,-691.0,1067.88,0.83,0.0,27.2
-38.0,-799.0, ,-16.0,-152.0, ,-4.0,-44.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.88,0.81,0.01,15.66
-37.0,-559.0, ,-6.0,-14.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.88,0.82,0.03,10.45
-37.0,-799.0, ,-5.0,-14.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.88,0.82,0.03,10.44
-38.0,-595.0, ,-4.0,-33.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.88,0.81,0.02,11.25
-30.0,-542.0, ,-4.0,-32.0, ,-4.0,-5.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.88,0.81,0.02,11.27
-35.0,-444.0, ,-4.0,-34.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.88,0.81,0.02,11.25
-32.0,-484.0, ,-4.0,-34.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.88,0.81,0.02,11.26
-26.0,-744.0, ,-11.0,-609.0, ,-5.0,-288.0, ,-5.0,-29.0, ,-15.0,-97.0,1067.88,0.82,0.0,23.62
-22.0,-673.0, ,-15.0,-225.0, ,-7.0,-101.0, ,-5.0,-18.0, ,-4.0,-6.0,1067.88,0.83,0.02,18.43
-35.0,-652.0, ,-4.0,-33.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.88,0.81,0.02,11.27
-35.0,-660.0, ,-4.0,-33.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.88,0.81,0.02,11.27
-30.0,-734.0, ,-17.0,-117.0, ,-5.0,-13.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.88,0.83,0.03,14.04
-38.0,-564.0, ,-4.0,-17.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.88,0.82,0.03,10.47
-25.0,-494.0, ,-7.0,-172.0, ,-4.0,-13.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.87,0.83,0.03,14.09
-4.0,-522.0, ,-6.0,-156.0, ,-14.0,-419.0, ,-16.0,-455.0, ,-31.0,-624.0,1067.87,0.83,0.0,27.25
-38.0,-783.0, ,-6.0,-14.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.87,0.82,0.03,10.51
-38.0,-767.0, ,-6.0,-14.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.87,0.82,0.03,10.5
-37.0,-681.0, ,-25.0,-477.0, ,-7.0,-284.0, ,-6.0,-122.0, ,-4.0,-12.0,1067.87,0.83,0.01,22.85
-38.0,-712.0, ,-4.0,-17.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.87,0.82,0.03,10.51
-33.0,-740.0, ,-9.0,-161.0, ,-4.0,-49.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.87,0.81,0.01,15.67
-38.0,-622.0, ,-5.0,-32.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.87,0.81,0.02,11.3
-38.0,-562.0, ,-6.0,-15.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.87,0.82,0.03,10.51
-37.0,-647.0, ,-4.0,-34.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.87,0.81,0.02,11.3
-38.0,-641.0, ,-4.0,-34.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.87,0.81,0.02,11.3
-29.0,-577.0, ,-11.0,-372.0, ,-4.0,-74.0, ,-4.0,-49.0, ,-4.0,-8.0,1067.87,0.82,0.01,19.29
-38.0,-753.0, ,-8.0,-464.0, ,-4.0,-58.0, ,-4.0,-29.0, ,-4.0,-11.0,1067.87,0.83,0.02,18.48
-35.0,-758.0, ,-6.0,-244.0, ,-4.0,-72.0, ,-4.0,-58.0, ,-4.0,-12.0,1067.87,0.82,0.01,19.29
-38.0,-618.0, ,-4.0,-34.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.87,0.81,0.02,11.3
-36.0,-658.0, ,-11.0,-224.0, ,-13.0,-221.0, ,-5.0,-163.0, ,-4.0,-15.0,1067.87,0.83,0.01,22.85
-32.0,-582.0, ,-6.0,-15.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.87,0.82,0.03,10.51
-35.0,-509.0, ,-6.0,-15.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.87,0.82,0.03,10.49
-36.0,-500.0, ,-8.0,-13.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.87,0.82,0.03,10.49
-37.0,-505.0, ,-7.0,-14.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.87,0.82,0.03,10.5
-38.0,-497.0, ,-9.0,-129.0, ,-4.0,-67.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.87,0.81,0.01,15.69
-37.0,-391.0, ,-4.0,-37.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.86,0.81,0.02,11.34
-35.0,-660.0, ,-17.0,-376.0, ,-5.0,-383.0, ,-4.0,-147.0, ,-5.0,-12.0,1067.86,0.83,0.01,22.91
-30.0,-436.0, ,-4.0,-19.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.86,0.82,0.03,10.54
-17.0,-174.0, ,-17.0,-250.0, ,-25.0,-117.0, ,-6.0,-345.0, ,-4.0,-47.0,1067.86,0.82,0.0,23.72
-28.0,-596.0, ,-5.0,-33.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.86,0.81,0.02,11.33
-38.0,-580.0, ,-4.0,-35.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.86,0.81,0.02,11.32
-30.0,-426.0, ,-4.0,-19.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.86,0.82,0.03,10.54
-33.0,-799.0, ,-13.0,-192.0, ,-4.0,-37.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.86,0.81,0.01,15.71
-37.0,-701.0, ,-4.0,-35.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.86,0.81,0.02,11.35
-33.0,-676.0, ,-4.0,-35.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.86,0.81,0.02,11.35
-35.0,-681.0, ,-23.0,-480.0, ,-6.0,-259.0, ,-5.0,-149.0, ,-4.0,-12.0,1067.86,0.83,0.01,22.9
-38.0,-548.0, ,-4.0,-33.0, ,-4.0,-5.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.86,0.81,0.02,11.32
-38.0,-732.0, ,-4.0,-34.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.86,0.81,0.02,11.33
-34.0,-611.0, ,-4.0,-35.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.86,0.81,0.02,11.33
-34.0,-444.0, ,-13.0,-111.0, ,-4.0,-20.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.86,0.83,0.03,14.14
-38.0,-559.0, ,-18.0,-180.0, ,-4.0,-40.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.86,0.81,0.01,15.74
-38.0,-731.0, ,-4.0,-34.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.86,0.81,0.02,11.33
-4.0,-378.0, ,-6.0,-158.0, ,-17.0,-455.0, ,-15.0,-496.0, ,-34.0,-670.0,1067.86,0.83,0.0,27.29
-37.0,-529.0, ,-4.0,-36.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.86,0.81,0.02,11.34
-37.0,-266.0, ,-5.0,-21.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.86,0.82,0.03,10.55
-15.0,-509.0, ,-15.0,-327.0, ,-4.0,-148.0, ,-6.0,-104.0, ,-21.0,-56.0,1067.86,0.82,0.0,23.7
-35.0,-435.0, ,-4.0,-36.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.86,0.81,0.02,11.32
-38.0,-470.0, ,-4.0,-36.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.86,0.81,0.02,11.33
-36.0,-577.0, ,-5.0,-17.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.86,0.82,0.03,10.55
-33.0,-616.0, ,-4.0,-35.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.86,0.81,0.02,11.33
-4.0,-457.0, ,-6.0,-156.0, ,-16.0,-460.0, ,-17.0,-460.0, ,-32.0,-650.0,1067.86,0.83,0.0,27.29
-34.0,-653.0, ,-4.0,-35.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.86,0.81,0.02,11.34
-36.0,-759.0, ,-7.0,-147.0, ,-4.0,-33.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.85,0.82,0.02,14.97
-33.0,-385.0, ,-4.0,-38.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.85,0.81,0.02,11.37
-38.0,-432.0, ,-4.0,-38.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.85,0.81,0.02,11.38
-31.0,-645.0, ,-6.0,-16.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.85,0.82,0.03,10.59
-37.0,-799.0, ,-9.0,-361.0, ,-4.0,-67.0, ,-4.0,-27.0, ,-4.0,-10.0,1067.85,0.83,0.02,18.54
-38.0,-799.0, ,-9.0,-392.0, ,-4.0,-63.0, ,-4.0,-29.0, ,-4.0,-10.0,1067.85,0.83,0.02,18.57
-38.0,-777.0, ,-8.0,-487.0, ,-4.0,-60.0, ,-4.0,-29.0, ,-4.0,-11.0,1067.85,0.83,0.02,18.54
-35.0,-799.0, ,-7.0,-248.0, ,-10.0,-277.0, ,-4.0,-180.0, ,-4.0,-15.0,1067.85,0.83,0.01,22.96
-38.0,-756.0, ,-9.0,-262.0, ,-11.0,-244.0, ,-4.0,-161.0, ,-4.0,-16.0,1067.85,0.83,0.01,22.93
-37.0,-688.0, ,-5.0,-17.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.85,0.82,0.03,10.58
-35.0,-799.0, ,-6.0,-355.0, ,-4.0,-50.0, ,-4.0,-36.0, ,-4.0,-13.0,1067.85,0.83,0.02,18.57
-36.0,-694.0, ,-4.0,-36.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.85,0.81,0.02,11.39
-38.0,-641.0, ,-4.0,-36.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.85,0.81,0.02,11.37
-37.0,-638.0, ,-9.0,-266.0, ,-11.0,-232.0, ,-4.0,-170.0, ,-4.0,-16.0,1067.85,0.83,0.01,22.94
-36.0,-636.0, ,-23.0,-466.0, ,-6.0,-254.0, ,-5.0,-159.0, ,-4.0,-12.0,1067.85,0.83,0.01,22.95
-38.0,-730.0, ,-14.0,-200.0, ,-4.0,-37.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.85,0.81,0.01,15.76
-38.0,-392.0, ,-5.0,-18.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.85,0.82,0.03,10.56
-32.0,-799.0, ,-6.0,-160.0, ,-6.0,-28.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.85,0.82,0.02,14.97
-38.0,-799.0, ,-7.0,-280.0, ,-17.0,-188.0, ,-6.0,-156.0, ,-4.0,-18.0,1067.85,0.83,0.01,22.96
-36.0,-726.0, ,-6.0,-14.0, ,-5.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.85,0.82,0.03,10.58
-37.0,-488.0, ,-4.0,-37.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.85,0.81,0.02,11.36
-36.0,-526.0, ,-4.0,-35.0, ,-4.0,-5.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.85,0.81,0.02,11.38
-38.0,-295.0, ,-5.0,-20.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.85,0.82,0.03,10.57
-38.0,-738.0, ,-4.0,-35.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.85,0.81,0.02,11.36
-38.0,-799.0, ,-6.0,-15.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.85,0.82,0.03,10.57
-36.0,-357.0, ,-9.0,-14.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.85,0.82,0.03,10.56
-38.0,-408.0, ,-5.0,-36.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.85,0.81,0.02,11.39
-38.0,-369.0, ,-14.0,-12.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.85,0.82,0.03,10.59
-38.0,-779.0, ,-4.0,-35.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.85,0.81,0.02,11.38
-18.0,-189.0, ,-16.0,-229.0, ,-23.0,-118.0, ,-6.0,-329.0, ,-4.0,-48.0,1067.85,0.82,0.0,23.76
-38.0,-703.0, ,-6.0,-14.0, ,-5.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.85,0.82,0.03,10.57
-31.0,-625.0, ,-4.0,-36.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.85,0.81,0.02,11.37
-38.0,-679.0, ,-24.0,-503.0, ,-6.0,-346.0, ,-6.0,-139.0, ,-4.0,-11.0,1067.84,0.83,0.01,22.99
-38.0,-707.0, ,-6.0,-16.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.84,0.82,0.03,10.6
-38.0,-493.0, ,-10.0,-133.0, ,-4.0,-69.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.84,0.81,0.01,15.8
-38.0,-671.0, ,-22.0,-340.0, ,-6.0,-286.0, ,-5.0,-156.0, ,-4.0,-12.0,1067.84,0.83,0.01,22.97
-26.0,-643.0, ,-5.0,-35.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.84,0.81,0.02,11.42
-34.0,-525.0, ,-6.0,-17.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.84,0.82,0.03,10.61
-36.0,-799.0, ,-7.0,-286.0, ,-16.0,-190.0, ,-6.0,-143.0, ,-4.0,-20.0,1067.84,0.83,0.01,22.97
-35.0,-528.0, ,-4.0,-20.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.84,0.82,0.03,10.62
-35.0,-700.0, ,-6.0,-15.0, ,-4.0,-5.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.84,0.82,0.03,10.62
-35.0,-702.0, ,-25.0,-101.0, ,-4.0,-20.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.84,0.83,0.03,14.2
-32.0,-316.0, ,-5.0,-39.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.84,0.81,0.02,11.43
-34.0,-303.0, ,-5.0,-39.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.84,0.81,0.02,11.41
-34.0,-414.0, ,-4.0,-39.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.84,0.81,0.02,11.41
-38.0,-736.0, ,-5.0,-130.0, ,-5.0,-23.0, ,-4.0,-15.0, ,-4.0,-4.0,1067.84,0.82,0.02,15.01
-38.0,-272.0, ,-5.0,-22.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1067.84,0.82,0.03,10.62
